Task 1 Pronoun vs Short Definite Noun Recipients,,,,,Task 2: Short Definite Noun vs Short Indefinite Noun Recipients,,,,,Task 3: Short Definite Noun vs Long Definite Noun Recipients,,,,,Task 4: Short Definite Noun vs Long Indefinite Noun Recipients,,,
[CLS] the woman presented him the plan . [SEP],[CLS] the woman presented the plan to him . [SEP],[CLS] the woman presented the man the plan . [SEP],[CLS] the woman presented the plan to the man . [SEP],,[CLS] the woman presented the man the plan . [SEP],[CLS] the woman presented the plan to the man . [SEP],[CLS] the woman presented a man the plan . [SEP],[CLS] the woman presented the plan to a man . [SEP],,[CLS] the woman presented the man the plan . [SEP],[CLS] the woman presented the plan to the man . [SEP],[CLS] the woman presented the friend from childhood the plan . [SEP],[CLS] the woman presented the plan to the friend from childhood . [SEP],,[CLS] the woman presented the man the plan . [SEP],[CLS] the woman presented the plan to the man . [SEP],[CLS] the woman presented a friend from childhood the plan . [SEP],[CLS] the woman presented the plan to a friend from childhood . [SEP]
[CLS] the man provided her the fund . [SEP],[CLS] the man provided the fund to her . [SEP],[CLS] the man provided the woman the fund . [SEP],[CLS] the man provided the fund to the woman . [SEP],,[CLS] the man provided the woman the fund . [SEP],[CLS] the man provided the fund to the woman . [SEP],[CLS] the man provided a woman the fund . [SEP],[CLS] the man provided the fund to a woman . [SEP],,[CLS] the man provided the woman the fund . [SEP],[CLS] the man provided the fund to the woman . [SEP],[CLS] the man provided the friend from childhood the fund . [SEP],[CLS] the man provided the fund to the friend from childhood . [SEP],,[CLS] the man provided the woman the fund . [SEP],[CLS] the man provided the fund to the woman . [SEP],[CLS] the man provided a friend from childhood the fund . [SEP],[CLS] the man provided the fund to a friend from childhood . [SEP]
[CLS] the woman provided him the fund . [SEP],[CLS] the woman provided the fund to him . [SEP],[CLS] the woman provided the man the fund . [SEP],[CLS] the woman provided the fund to the man . [SEP],,[CLS] the woman provided the man the fund . [SEP],[CLS] the woman provided the fund to the man . [SEP],[CLS] the woman provided a man the fund . [SEP],[CLS] the woman provided the fund to a man . [SEP],,[CLS] the woman provided the man the fund . [SEP],[CLS] the woman provided the fund to the man . [SEP],[CLS] the woman provided the friend from childhood the fund . [SEP],[CLS] the woman provided the fund to the friend from childhood . [SEP],,[CLS] the woman provided the man the fund . [SEP],[CLS] the woman provided the fund to the man . [SEP],[CLS] the woman provided a friend from childhood the fund . [SEP],[CLS] the woman provided the fund to a friend from childhood . [SEP]
[CLS] the man supplied her the fund . [SEP],[CLS] the man supplied the fund to her . [SEP],[CLS] the man supplied the woman the fund . [SEP],[CLS] the man supplied the fund to the woman . [SEP],,[CLS] the man supplied the woman the fund . [SEP],[CLS] the man supplied the fund to the woman . [SEP],[CLS] the man supplied a woman the fund . [SEP],[CLS] the man supplied the fund to a woman . [SEP],,[CLS] the man supplied the woman the fund . [SEP],[CLS] the man supplied the fund to the woman . [SEP],[CLS] the man supplied the friend from childhood the fund . [SEP],[CLS] the man supplied the fund to the friend from childhood . [SEP],,[CLS] the man supplied the woman the fund . [SEP],[CLS] the man supplied the fund to the woman . [SEP],[CLS] the man supplied a friend from childhood the fund . [SEP],[CLS] the man supplied the fund to a friend from childhood . [SEP]
[CLS] the woman supplied him the fund . [SEP],[CLS] the woman supplied the fund to him . [SEP],[CLS] the woman supplied the man the fund . [SEP],[CLS] the woman supplied the fund to the man . [SEP],,[CLS] the woman supplied the man the fund . [SEP],[CLS] the woman supplied the fund to the man . [SEP],[CLS] the woman supplied a man the fund . [SEP],[CLS] the woman supplied the fund to a man . [SEP],,[CLS] the woman supplied the man the fund . [SEP],[CLS] the woman supplied the fund to the man . [SEP],[CLS] the woman supplied the friend from childhood the fund . [SEP],[CLS] the woman supplied the fund to the friend from childhood . [SEP],,[CLS] the woman supplied the man the fund . [SEP],[CLS] the woman supplied the fund to the man . [SEP],[CLS] the woman supplied a friend from childhood the fund . [SEP],[CLS] the woman supplied the fund to a friend from childhood . [SEP]
[CLS] the man trusted her the fund . [SEP],[CLS] the man trusted the fund to her . [SEP],[CLS] the man trusted the woman the fund . [SEP],[CLS] the man trusted the fund to the woman . [SEP],,[CLS] the man trusted the woman the fund . [SEP],[CLS] the man trusted the fund to the woman . [SEP],[CLS] the man trusted a woman the fund . [SEP],[CLS] the man trusted the fund to a woman . [SEP],,[CLS] the man trusted the woman the fund . [SEP],[CLS] the man trusted the fund to the woman . [SEP],[CLS] the man trusted the friend from childhood the fund . [SEP],[CLS] the man trusted the fund to the friend from childhood . [SEP],,[CLS] the man trusted the woman the fund . [SEP],[CLS] the man trusted the fund to the woman . [SEP],[CLS] the man trusted a friend from childhood the fund . [SEP],[CLS] the man trusted the fund to a friend from childhood . [SEP]
[CLS] the woman trusted him the fund . [SEP],[CLS] the woman trusted the fund to him . [SEP],[CLS] the woman trusted the man the fund . [SEP],[CLS] the woman trusted the fund to the man . [SEP],,[CLS] the woman trusted the man the fund . [SEP],[CLS] the woman trusted the fund to the man . [SEP],[CLS] the woman trusted a man the fund . [SEP],[CLS] the woman trusted the fund to a man . [SEP],,[CLS] the woman trusted the man the fund . [SEP],[CLS] the woman trusted the fund to the man . [SEP],[CLS] the woman trusted the friend from childhood the fund . [SEP],[CLS] the woman trusted the fund to the friend from childhood . [SEP],,[CLS] the woman trusted the man the fund . [SEP],[CLS] the woman trusted the fund to the man . [SEP],[CLS] the woman trusted a friend from childhood the fund . [SEP],[CLS] the woman trusted the fund to a friend from childhood . [SEP]
[CLS] the man addressed her the news . [SEP],[CLS] the man addressed the news to her . [SEP],[CLS] the man addressed the woman the news . [SEP],[CLS] the man addressed the news to the woman . [SEP],,[CLS] the man addressed the woman the news . [SEP],[CLS] the man addressed the news to the woman . [SEP],[CLS] the man addressed a woman the news . [SEP],[CLS] the man addressed the news to a woman . [SEP],,[CLS] the man addressed the woman the news . [SEP],[CLS] the man addressed the news to the woman . [SEP],[CLS] the man addressed the friend from childhood the news . [SEP],[CLS] the man addressed the news to the friend from childhood . [SEP],,[CLS] the man addressed the woman the news . [SEP],[CLS] the man addressed the news to the woman . [SEP],[CLS] the man addressed a friend from childhood the news . [SEP],[CLS] the man addressed the news to a friend from childhood . [SEP]
[CLS] the woman addressed him the news . [SEP],[CLS] the woman addressed the news to him . [SEP],[CLS] the woman addressed the man the news . [SEP],[CLS] the woman addressed the news to the man . [SEP],,[CLS] the woman addressed the man the news . [SEP],[CLS] the woman addressed the news to the man . [SEP],[CLS] the woman addressed a man the news . [SEP],[CLS] the woman addressed the news to a man . [SEP],,[CLS] the woman addressed the man the news . [SEP],[CLS] the woman addressed the news to the man . [SEP],[CLS] the woman addressed the friend from childhood the news . [SEP],[CLS] the woman addressed the news to the friend from childhood . [SEP],,[CLS] the woman addressed the man the news . [SEP],[CLS] the woman addressed the news to the man . [SEP],[CLS] the woman addressed a friend from childhood the news . [SEP],[CLS] the woman addressed the news to a friend from childhood . [SEP]
[CLS] the man administered her the medicine . [SEP],[CLS] the man administered the medicine to her . [SEP],[CLS] the man administered the woman the medicine . [SEP],[CLS] the man administered the medicine to the woman . [SEP],,[CLS] the man administered the woman the medicine . [SEP],[CLS] the man administered the medicine to the woman . [SEP],[CLS] the man administered a woman the medicine . [SEP],[CLS] the man administered the medicine to a woman . [SEP],,[CLS] the man administered the woman the medicine . [SEP],[CLS] the man administered the medicine to the woman . [SEP],[CLS] the man administered the friend from childhood the medicine . [SEP],[CLS] the man administered the medicine to the friend from childhood . [SEP],,[CLS] the man administered the woman the medicine . [SEP],[CLS] the man administered the medicine to the woman . [SEP],[CLS] the man administered a friend from childhood the medicine . [SEP],[CLS] the man administered the medicine to a friend from childhood . [SEP]
[CLS] the woman administered him the medicine . [SEP],[CLS] the woman administered the medicine to him . [SEP],[CLS] the woman administered the man the medicine . [SEP],[CLS] the woman administered the medicine to the man . [SEP],,[CLS] the woman administered the man the medicine . [SEP],[CLS] the woman administered the medicine to the man . [SEP],[CLS] the woman administered a man the medicine . [SEP],[CLS] the woman administered the medicine to a man . [SEP],,[CLS] the woman administered the man the medicine . [SEP],[CLS] the woman administered the medicine to the man . [SEP],[CLS] the woman administered the friend from childhood the medicine . [SEP],[CLS] the woman administered the medicine to the friend from childhood . [SEP],,[CLS] the woman administered the man the medicine . [SEP],[CLS] the woman administered the medicine to the man . [SEP],[CLS] the woman administered a friend from childhood the medicine . [SEP],[CLS] the woman administered the medicine to a friend from childhood . [SEP]
[CLS] the man broadcast her the news . [SEP],[CLS] the man broadcast the news to her . [SEP],[CLS] the man broadcast the woman the news . [SEP],[CLS] the man broadcast the news to the woman . [SEP],,[CLS] the man broadcast the woman the news . [SEP],[CLS] the man broadcast the news to the woman . [SEP],[CLS] the man broadcast a woman the news . [SEP],[CLS] the man broadcast the news to a woman . [SEP],,[CLS] the man broadcast the woman the news . [SEP],[CLS] the man broadcast the news to the woman . [SEP],[CLS] the man broadcast the friend from childhood the news . [SEP],[CLS] the man broadcast the news to the friend from childhood . [SEP],,[CLS] the man broadcast the woman the news . [SEP],[CLS] the man broadcast the news to the woman . [SEP],[CLS] the man broadcast a friend from childhood the news . [SEP],[CLS] the man broadcast the news to a friend from childhood . [SEP]
[CLS] the woman broadcast him the news . [SEP],[CLS] the woman broadcast the news to him . [SEP],[CLS] the woman broadcast the man the news . [SEP],[CLS] the woman broadcast the news to the man . [SEP],,[CLS] the woman broadcast the man the news . [SEP],[CLS] the woman broadcast the news to the man . [SEP],[CLS] the woman broadcast a man the news . [SEP],[CLS] the woman broadcast the news to a man . [SEP],,[CLS] the woman broadcast the man the news . [SEP],[CLS] the woman broadcast the news to the man . [SEP],[CLS] the woman broadcast the friend from childhood the news . [SEP],[CLS] the woman broadcast the news to the friend from childhood . [SEP],,[CLS] the woman broadcast the man the news . [SEP],[CLS] the woman broadcast the news to the man . [SEP],[CLS] the woman broadcast a friend from childhood the news . [SEP],[CLS] the woman broadcast the news to a friend from childhood . [SEP]
[CLS] the man conveyed her the news . [SEP],[CLS] the man conveyed the news to her . [SEP],[CLS] the man conveyed the woman the news . [SEP],[CLS] the man conveyed the news to the woman . [SEP],,[CLS] the man conveyed the woman the news . [SEP],[CLS] the man conveyed the news to the woman . [SEP],[CLS] the man conveyed a woman the news . [SEP],[CLS] the man conveyed the news to a woman . [SEP],,[CLS] the man conveyed the woman the news . [SEP],[CLS] the man conveyed the news to the woman . [SEP],[CLS] the man conveyed the friend from childhood the news . [SEP],[CLS] the man conveyed the news to the friend from childhood . [SEP],,[CLS] the man conveyed the woman the news . [SEP],[CLS] the man conveyed the news to the woman . [SEP],[CLS] the man conveyed a friend from childhood the news . [SEP],[CLS] the man conveyed the news to a friend from childhood . [SEP]
[CLS] the woman conveyed him the news . [SEP],[CLS] the woman conveyed the news to him . [SEP],[CLS] the woman conveyed the man the news . [SEP],[CLS] the woman conveyed the news to the man . [SEP],,[CLS] the woman conveyed the man the news . [SEP],[CLS] the woman conveyed the news to the man . [SEP],[CLS] the woman conveyed a man the news . [SEP],[CLS] the woman conveyed the news to a man . [SEP],,[CLS] the woman conveyed the man the news . [SEP],[CLS] the woman conveyed the news to the man . [SEP],[CLS] the woman conveyed the friend from childhood the news . [SEP],[CLS] the woman conveyed the news to the friend from childhood . [SEP],,[CLS] the woman conveyed the man the news . [SEP],[CLS] the woman conveyed the news to the man . [SEP],[CLS] the woman conveyed a friend from childhood the news . [SEP],[CLS] the woman conveyed the news to a friend from childhood . [SEP]
[CLS] the man contributed her the money . [SEP],[CLS] the man contributed the money to her . [SEP],[CLS] the man contributed the woman the money . [SEP],[CLS] the man contributed the money to the woman . [SEP],,[CLS] the man contributed the woman the money . [SEP],[CLS] the man contributed the money to the woman . [SEP],[CLS] the man contributed a woman the money . [SEP],[CLS] the man contributed the money to a woman . [SEP],,[CLS] the man contributed the woman the money . [SEP],[CLS] the man contributed the money to the woman . [SEP],[CLS] the man contributed the friend from childhood the money . [SEP],[CLS] the man contributed the money to the friend from childhood . [SEP],,[CLS] the man contributed the woman the money . [SEP],[CLS] the man contributed the money to the woman . [SEP],[CLS] the man contributed a friend from childhood the money . [SEP],[CLS] the man contributed the money to a friend from childhood . [SEP]
[CLS] the woman contributed him the money . [SEP],[CLS] the woman contributed the money to him . [SEP],[CLS] the woman contributed the man the money . [SEP],[CLS] the woman contributed the money to the man . [SEP],,[CLS] the woman contributed the man the money . [SEP],[CLS] the woman contributed the money to the man . [SEP],[CLS] the woman contributed a man the money . [SEP],[CLS] the woman contributed the money to a man . [SEP],,[CLS] the woman contributed the man the money . [SEP],[CLS] the woman contributed the money to the man . [SEP],[CLS] the woman contributed the friend from childhood the money . [SEP],[CLS] the woman contributed the money to the friend from childhood . [SEP],,[CLS] the woman contributed the man the money . [SEP],[CLS] the woman contributed the money to the man . [SEP],[CLS] the woman contributed a friend from childhood the money . [SEP],[CLS] the woman contributed the money to a friend from childhood . [SEP]
[CLS] the man delegated her the police . [SEP],[CLS] the man delegated the police to her . [SEP],[CLS] the man delegated the woman the police . [SEP],[CLS] the man delegated the police to the woman . [SEP],,[CLS] the man delegated the woman the police . [SEP],[CLS] the man delegated the police to the woman . [SEP],[CLS] the man delegated a woman the police . [SEP],[CLS] the man delegated the police to a woman . [SEP],,[CLS] the man delegated the woman the police . [SEP],[CLS] the man delegated the police to the woman . [SEP],[CLS] the man delegated the friend from childhood the police . [SEP],[CLS] the man delegated the police to the friend from childhood . [SEP],,[CLS] the man delegated the woman the police . [SEP],[CLS] the man delegated the police to the woman . [SEP],[CLS] the man delegated a friend from childhood the police . [SEP],[CLS] the man delegated the police to a friend from childhood . [SEP]
[CLS] the woman delegated him the police . [SEP],[CLS] the woman delegated the police to him . [SEP],[CLS] the woman delegated the man the police . [SEP],[CLS] the woman delegated the police to the man . [SEP],,[CLS] the woman delegated the man the police . [SEP],[CLS] the woman delegated the police to the man . [SEP],[CLS] the woman delegated a man the police . [SEP],[CLS] the woman delegated the police to a man . [SEP],,[CLS] the woman delegated the man the police . [SEP],[CLS] the woman delegated the police to the man . [SEP],[CLS] the woman delegated the friend from childhood the police . [SEP],[CLS] the woman delegated the police to the friend from childhood . [SEP],,[CLS] the woman delegated the man the police . [SEP],[CLS] the woman delegated the police to the man . [SEP],[CLS] the woman delegated a friend from childhood the police . [SEP],[CLS] the woman delegated the police to a friend from childhood . [SEP]
[CLS] the man delivered her the package . [SEP],[CLS] the man delivered the package to her . [SEP],[CLS] the man delivered the woman the package . [SEP],[CLS] the man delivered the package to the woman . [SEP],,[CLS] the man delivered the woman the package . [SEP],[CLS] the man delivered the package to the woman . [SEP],[CLS] the man delivered a woman the package . [SEP],[CLS] the man delivered the package to a woman . [SEP],,[CLS] the man delivered the woman the package . [SEP],[CLS] the man delivered the package to the woman . [SEP],[CLS] the man delivered the friend from childhood the package . [SEP],[CLS] the man delivered the package to the friend from childhood . [SEP],,[CLS] the man delivered the woman the package . [SEP],[CLS] the man delivered the package to the woman . [SEP],[CLS] the man delivered a friend from childhood the package . [SEP],[CLS] the man delivered the package to a friend from childhood . [SEP]
[CLS] the woman delivered him the package . [SEP],[CLS] the woman delivered the package to him . [SEP],[CLS] the woman delivered the man the package . [SEP],[CLS] the woman delivered the package to the man . [SEP],,[CLS] the woman delivered the man the package . [SEP],[CLS] the woman delivered the package to the man . [SEP],[CLS] the woman delivered a man the package . [SEP],[CLS] the woman delivered the package to a man . [SEP],,[CLS] the woman delivered the man the package . [SEP],[CLS] the woman delivered the package to the man . [SEP],[CLS] the woman delivered the friend from childhood the package . [SEP],[CLS] the woman delivered the package to the friend from childhood . [SEP],,[CLS] the woman delivered the man the package . [SEP],[CLS] the woman delivered the package to the man . [SEP],[CLS] the woman delivered a friend from childhood the package . [SEP],[CLS] the woman delivered the package to a friend from childhood . [SEP]
[CLS] the man donated her the money . [SEP],[CLS] the man donated the money to her . [SEP],[CLS] the man donated the woman the money . [SEP],[CLS] the man donated the money to the woman . [SEP],,[CLS] the man donated the woman the money . [SEP],[CLS] the man donated the money to the woman . [SEP],[CLS] the man donated a woman the money . [SEP],[CLS] the man donated the money to a woman . [SEP],,[CLS] the man donated the woman the money . [SEP],[CLS] the man donated the money to the woman . [SEP],[CLS] the man donated the friend from childhood the money . [SEP],[CLS] the man donated the money to the friend from childhood . [SEP],,[CLS] the man donated the woman the money . [SEP],[CLS] the man donated the money to the woman . [SEP],[CLS] the man donated a friend from childhood the money . [SEP],[CLS] the man donated the money to a friend from childhood . [SEP]
[CLS] the woman donated him the money . [SEP],[CLS] the woman donated the money to him . [SEP],[CLS] the woman donated the man the money . [SEP],[CLS] the woman donated the money to the man . [SEP],,[CLS] the woman donated the man the money . [SEP],[CLS] the woman donated the money to the man . [SEP],[CLS] the woman donated a man the money . [SEP],[CLS] the woman donated the money to a man . [SEP],,[CLS] the woman donated the man the money . [SEP],[CLS] the woman donated the money to the man . [SEP],[CLS] the woman donated the friend from childhood the money . [SEP],[CLS] the woman donated the money to the friend from childhood . [SEP],,[CLS] the woman donated the man the money . [SEP],[CLS] the woman donated the money to the man . [SEP],[CLS] the woman donated a friend from childhood the money . [SEP],[CLS] the woman donated the money to a friend from childhood . [SEP]
[CLS] the man exhibited her the evidence . [SEP],[CLS] the man exhibited the evidence to her . [SEP],[CLS] the man exhibited the woman the evidence . [SEP],[CLS] the man exhibited the evidence to the woman . [SEP],,[CLS] the man exhibited the woman the evidence . [SEP],[CLS] the man exhibited the evidence to the woman . [SEP],[CLS] the man exhibited a woman the evidence . [SEP],[CLS] the man exhibited the evidence to a woman . [SEP],,[CLS] the man exhibited the woman the evidence . [SEP],[CLS] the man exhibited the evidence to the woman . [SEP],[CLS] the man exhibited the friend from childhood the evidence . [SEP],[CLS] the man exhibited the evidence to the friend from childhood . [SEP],,[CLS] the man exhibited the woman the evidence . [SEP],[CLS] the man exhibited the evidence to the woman . [SEP],[CLS] the man exhibited a friend from childhood the evidence . [SEP],[CLS] the man exhibited the evidence to a friend from childhood . [SEP]
[CLS] the woman exhibited him the evidence . [SEP],[CLS] the woman exhibited the evidence to him . [SEP],[CLS] the woman exhibited the man the evidence . [SEP],[CLS] the woman exhibited the evidence to the man . [SEP],,[CLS] the woman exhibited the man the evidence . [SEP],[CLS] the woman exhibited the evidence to the man . [SEP],[CLS] the woman exhibited a man the evidence . [SEP],[CLS] the woman exhibited the evidence to a man . [SEP],,[CLS] the woman exhibited the man the evidence . [SEP],[CLS] the woman exhibited the evidence to the man . [SEP],[CLS] the woman exhibited the friend from childhood the evidence . [SEP],[CLS] the woman exhibited the evidence to the friend from childhood . [SEP],,[CLS] the woman exhibited the man the evidence . [SEP],[CLS] the woman exhibited the evidence to the man . [SEP],[CLS] the woman exhibited a friend from childhood the evidence . [SEP],[CLS] the woman exhibited the evidence to a friend from childhood . [SEP]
[CLS] the man expressed her the emotion . [SEP],[CLS] the man expressed the emotion to her . [SEP],[CLS] the man expressed the woman the emotion . [SEP],[CLS] the man expressed the emotion to the woman . [SEP],,[CLS] the man expressed the woman the emotion . [SEP],[CLS] the man expressed the emotion to the woman . [SEP],[CLS] the man expressed a woman the emotion . [SEP],[CLS] the man expressed the emotion to a woman . [SEP],,[CLS] the man expressed the woman the emotion . [SEP],[CLS] the man expressed the emotion to the woman . [SEP],[CLS] the man expressed the friend from childhood the emotion . [SEP],[CLS] the man expressed the emotion to the friend from childhood . [SEP],,[CLS] the man expressed the woman the emotion . [SEP],[CLS] the man expressed the emotion to the woman . [SEP],[CLS] the man expressed a friend from childhood the emotion . [SEP],[CLS] the man expressed the emotion to a friend from childhood . [SEP]
[CLS] the woman expressed him the emotion . [SEP],[CLS] the woman expressed the emotion to him . [SEP],[CLS] the woman expressed the man the emotion . [SEP],[CLS] the woman expressed the emotion to the man . [SEP],,[CLS] the woman expressed the man the emotion . [SEP],[CLS] the woman expressed the emotion to the man . [SEP],[CLS] the woman expressed a man the emotion . [SEP],[CLS] the woman expressed the emotion to a man . [SEP],,[CLS] the woman expressed the man the emotion . [SEP],[CLS] the woman expressed the emotion to the man . [SEP],[CLS] the woman expressed the friend from childhood the emotion . [SEP],[CLS] the woman expressed the emotion to the friend from childhood . [SEP],,[CLS] the woman expressed the man the emotion . [SEP],[CLS] the woman expressed the emotion to the man . [SEP],[CLS] the woman expressed a friend from childhood the emotion . [SEP],[CLS] the woman expressed the emotion to a friend from childhood . [SEP]
